,master_id,recency,frequency,monetary,recency_score,frequency_score,monetary_score,RF_SCORE,segment
0,cc294636-19f0-11eb-8d74-000d3a38a36f,211 days,5.0,939.37,5,4,4,54,champions
1,f431bd5a-ab7b-11e9-a2fc-000d3a38a36f,1571 days,21.0,2013.55,1,5,5,15,cant_loose
2,69b69676-1a40-11ea-941b-000d3a38a36f,549 days,5.0,585.32,4,4,3,44,loyal_customers
3,1854e56c-491f-11eb-806e-000d3a38a36f,143 days,2.0,121.97,5,1,1,51,new_customers
4,d6ea1074-f1f5-11e9-9346-000d3a38a36f,665 days,2.0,209.98000000000002,3,1,1,31,about_to_sleep
5,e585280e-aae1-11e9-a2fc-000d3a38a36f,923 days,3.0,200.86,2,2,1,22,hibernating
6,c445e4ee-6242-11ea-9d1a-000d3a38a36f,451 days,4.0,375.93,5,3,2,53,potential_loyalists
7,3f1b4dc8-8a7d-11ea-8ec0-000d3a38a36f,379 days,2.0,163.63,5,1,1,51,new_customers
8,cfbda69e-5b4f-11ea-aca7-000d3a38a36f,492 days,5.0,1054.69,4,4,5,44,loyal_customers
9,1143f032-440d-11ea-8b43-000d3a38a36f,669 days,2.0,165.96,3,1,1,31,about_to_sleep
10,ae608ece-c9d8-11ea-a31e-000d3a38a36f,314 days,2.0,114.97999999999999,5,1,1,51,new_customers
11,c2e15af2-9eed-11e9-9897-000d3a38a36f,2155 days,20.0,2861.6,1,5,5,15,cant_loose
12,2854f11a-0185-11ea-a5e8-000d3a38a36f,569 days,4.0,312.45,4,3,2,43,potential_loyalists
13,ec6c382a-3e97-11ea-a823-000d3a38a36f,685 days,4.0,557.79,3,3,3,33,need_attention
14,241f0ad0-afb5-11e9-9757-000d3a38a36f,883 days,24.0,4413.29,2,5,5,25,cant_loose
15,13ed97a4-b167-11e9-89fa-000d3a38a36f,716 days,8.0,932.36,3,5,4,35,loyal_customers
16,d9b77226-a509-11e9-a2fc-000d3a38a36f,846 days,5.0,495.25,2,4,3,24,at_risk
17,efb82ba4-aaba-11e9-a2fc-000d3a38a36f,689 days,4.0,888.86,3,3,4,33,need_attention
18,1ee5ae66-7237-11eb-aa44-000d3a38a36f,101 days,2.0,267.12,5,1,1,51,new_customers
19,2730793e-3908-11ea-85d6-000d3a38a36f,670 days,2.0,314.98,3,1,2,31,about_to_sleep
20,4da5c2ba-403b-11ea-aa6b-000d3a38a36f,632 days,2.0,109.97,3,1,1,31,about_to_sleep
21,7b289956-d691-11e9-93bc-000d3a38a36f,640 days,3.0,730.67,3,2,4,32,about_to_sleep
22,1a9b39d8-40ac-11ea-9be8-000d3a38a36f,559 days,2.0,219.97,4,1,1,41,promising
23,4fbb0cbe-9085-11ea-af25-000d3a38a36f,383 days,2.0,242.45,5,1,1,51,new_customers
24,d1fabf76-7171-11eb-a3e2-000d3a38a36f,103 days,4.0,1106.56,5,3,5,53,potential_loyalists
25,6ff327d4-b0e1-11e9-9757-000d3a38a36f,480 days,3.0,347.45,4,2,2,42,potential_loyalists
26,7e7732ae-2d78-11eb-8062-000d3a299ebf,187 days,2.0,532.31,5,1,3,51,new_customers
27,c1f8f878-9f35-11e9-9897-000d3a38a36f,2917 days,4.0,130.87,1,3,1,13,at_risk
28,5e1830d8-9e24-11e9-9897-000d3a38a36f,191 days,3.0,468.47,5,2,3,52,potential_loyalists
29,a46cc34a-a19f-11e9-a2fc-000d3a38a36f,825 days,2.0,175.98,2,1,1,21,hibernating
30,1618f596-130a-11ea-a001-000d3a38a36f,819 days,5.0,832.8199999999999,2,4,4,24,at_risk
31,c864868a-5134-11ea-99ba-000d3a38a36f,601 days,3.0,526.95,3,2,3,32,about_to_sleep
32,57b22f66-d6a3-11e9-93bc-000d3a38a36f,639 days,5.0,737.44,3,4,4,34,loyal_customers
33,fb840306-1219-11ea-a001-000d3a38a36f,497 days,8.0,923.64,4,5,4,45,loyal_customers
34,1acf7870-87af-11ea-ace9-000d3a38a36f,398 days,2.0,298.09000000000003,5,1,1,51,new_customers
35,7a52fd46-5be8-11ea-a7c9-000d3a38a36f,468 days,2.0,135.48,5,1,1,51,new_customers
36,196e721a-d6d9-11e9-93bc-000d3a38a36f,635 days,2.0,129.98,3,1,1,31,about_to_sleep
37,3551e96c-5b40-11ea-8e0b-000d3a38a36f,468 days,3.0,714.8900000000001,5,2,4,52,potential_loyalists
38,80c89c7a-d6dd-11e9-93bc-000d3a38a36f,635 days,2.0,340.9,3,1,2,31,about_to_sleep
39,280cd78c-f324-11e9-9346-000d3a38a36f,829 days,5.0,526.87,2,4,3,24,at_risk
40,6e47c6c2-4f49-11ea-99ba-000d3a38a36f,542 days,6.0,1099.8899999999999,4,4,5,44,loyal_customers
41,6a46e618-16f8-11ea-b4ec-000d3a38a36f,563 days,15.0,2930.34,4,5,5,45,loyal_customers
42,1e6a5e78-7a8a-11ea-8f20-000d3a38a36f,414 days,5.0,655.4300000000001,5,4,3,54,champions
43,6e19617c-f068-11ea-bde9-000d3a38a36f,265 days,2.0,314.93,5,1,2,51,new_customers
44,a9acbdcc-a872-11e9-a2fc-000d3a38a36f,1980 days,5.0,791.69,1,4,4,14,at_risk
45,d45e704c-b13c-11e9-9757-000d3a38a36f,606 days,3.0,1095.39,3,2,5,32,about_to_sleep
46,45b1d028-1da7-11ea-8bf2-000d3a38a36f,699 days,2.0,275.46,3,1,1,31,about_to_sleep
47,09797cba-5b4a-11ea-8975-000d3a38a36f,520 days,4.0,869.9300000000001,4,3,4,43,potential_loyalists
48,1eb32dea-a409-11e9-a2fc-000d3a38a36f,779 days,3.0,271.96999999999997,2,2,1,22,hibernating
49,6925c836-ab8b-11e9-a2fc-000d3a38a36f,1257 days,6.0,740.53,1,4,4,14,at_risk
50,c109302c-f72c-11ea-a533-000d3a38a36f,256 days,3.0,1447.99,5,2,5,52,potential_loyalists
51,c7cd4332-20bb-11ea-97c9-000d3a38a36f,748 days,4.0,538.61,2,3,3,23,at_risk
52,d875bb04-4539-11ea-acaf-000d3a38a36f,562 days,7.0,865.89,4,4,4,44,loyal_customers
53,cc7a587e-3110-11ea-b884-000d3a38a36f,632 days,3.0,178.47,3,2,1,32,about_to_sleep
54,e7fa4114-e7cc-11e9-8bb8-000d3a38a36f,382 days,6.0,404.93,5,4,2,54,champions
55,59fe5f5c-b1c2-11e9-89fa-000d3a38a36f,681 days,2.0,689.88,3,1,4,31,about_to_sleep
56,92a334ee-58f2-11eb-9e65-000d3a38a36f,121 days,2.0,214.86,5,1,1,51,new_customers
57,12f0df54-accc-11e9-a2fc-000d3a38a36f,38 days,2.0,746.94,5,1,4,51,new_customers
58,a0133918-1d60-11ea-a490-000d3a38a36f,649 days,4.0,201.69,3,3,1,33,need_attention
59,5366d676-5403-11eb-9e65-000d3a38a36f,138 days,2.0,654.89,5,1,3,51,new_customers
60,07ddfcfe-2590-11ea-b1c8-000d3a38a36f,607 days,8.0,600.65,3,5,3,35,loyal_customers
61,b4e68f92-a534-11e9-a2fc-000d3a38a36f,1090 days,7.0,737.1,1,4,4,14,at_risk
62,fa4d1ac8-abd9-11e9-a2fc-000d3a38a36f,1506 days,4.0,450.96000000000004,1,3,2,13,at_risk
63,6ece7c1c-4594-11ea-acaf-000d3a38a36f,666 days,3.0,280.76,3,2,1,32,about_to_sleep
64,15fa60d6-9eb1-11e9-9897-000d3a38a36f,1899 days,4.0,364.04,1,3,2,13,at_risk
65,83c57128-1eea-11ea-81ff-000d3a38a36f,671 days,7.0,1055.37,3,4,5,34,loyal_customers
66,bb548d60-abb6-11e9-a2fc-000d3a38a36f,688 days,2.0,211.95999999999998,3,1,1,31,about_to_sleep
67,9e060288-2eed-11ea-8467-000d3a38a36f,662 days,4.0,384.90999999999997,3,3,2,33,need_attention
68,444de882-b067-11e9-9757-000d3a38a36f,668 days,9.0,694.87,3,5,4,35,loyal_customers
69,89cbf714-a6d0-11e9-a2fc-000d3a38a36f,2524 days,6.0,710.89,1,4,4,14,at_risk
70,3af86bfe-5459-11ea-b1db-000d3a38a36f,521 days,4.0,1451.55,4,3,5,43,potential_loyalists
71,9c5d4960-5bd8-11ea-9ccc-000d3a38a36f,515 days,5.0,524.36,4,4,3,44,loyal_customers
72,6fcc04d0-3050-11ea-bb28-000d3a38a36f,559 days,6.0,805.4000000000001,4,4,4,44,loyal_customers
73,eb648a26-a56e-11e9-a2fc-000d3a38a36f,1502 days,10.0,2038.65,1,5,5,15,cant_loose
74,8423eda8-ae37-11e9-a2fc-000d3a38a36f,953 days,5.0,1281.3600000000001,2,4,5,24,at_risk
75,af94d3c0-b199-11e9-89fa-000d3a38a36f,446 days,2.0,201.3,5,1,1,51,new_customers
76,7d58deb6-62fa-11ea-a6dc-000d3a38a36f,1810 days,8.0,1371.45,1,5,5,15,cant_loose
77,45beaf52-add9-11e9-a2fc-000d3a38a36f,532 days,7.0,790.87,4,4,4,44,loyal_customers
78,56ddd00a-aff6-11e9-9757-000d3a38a36f,415 days,2.0,273.85,5,1,1,51,new_customers
79,a5fc6ee6-a257-11e9-a2fc-000d3a38a36f,811 days,3.0,700.78,2,2,4,22,hibernating
80,b4f0a6e6-ae60-11e9-a2fc-000d3a38a36f,947 days,13.0,1633.45,2,5,5,25,cant_loose
81,af28d808-9750-11ea-a9c8-000d3a38a36f,559 days,3.0,550.38,4,2,3,42,potential_loyalists
82,6d57890e-9f67-11eb-9c47-000d3a38a36f,683 days,2.0,283.23,3,1,1,31,about_to_sleep
83,7bb4c782-a450-11e9-a2fc-000d3a38a36f,770 days,13.0,1136.8,2,5,5,25,cant_loose
84,4a1ecbbc-5271-11ea-956d-000d3a38a36f,508 days,4.0,444.95000000000005,4,3,2,43,potential_loyalists
85,d8f47744-a595-11e9-a2fc-000d3a38a36f,1218 days,10.0,1461.75,1,5,5,15,cant_loose
86,2c5e69e8-ae6b-11e9-a2fc-000d3a38a36f,526 days,9.0,1512.39,4,5,5,45,loyal_customers
87,0efc89ac-9f16-11e9-9897-000d3a38a36f,683 days,5.0,846.35,3,4,4,34,loyal_customers
88,8c92d204-1eb4-11ea-aa32-000d3a38a36f,588 days,6.0,654.6,4,4,3,44,loyal_customers
89,bfc40df8-3068-11ea-bb28-000d3a38a36f,629 days,4.0,321.95,3,3,2,33,need_attention
90,de493b6c-a35b-11e9-a2fc-000d3a38a36f,793 days,2.0,229.98000000000002,2,1,1,21,hibernating
91,808005da-a511-11e9-a2fc-000d3a38a36f,1073 days,8.0,1298.84,1,5,5,15,cant_loose
92,cae701dc-d621-11e9-93bc-000d3a38a36f,652 days,2.0,139.98,3,1,1,31,about_to_sleep
93,acff824a-1dc3-11ea-8bf2-000d3a38a36f,742 days,6.0,579.94,2,4,3,24,at_risk
94,4e24ed86-9e9e-11e9-9897-000d3a38a36f,1800 days,4.0,515.9399999999999,1,3,3,13,at_risk
95,bac9d616-a837-11e9-a2fc-000d3a38a36f,425 days,3.0,667.97,5,2,4,52,potential_loyalists
96,4e18b218-5650-11ea-b9b9-000d3a38a36f,529 days,5.0,591.12,4,4,3,44,loyal_customers
97,5261c16e-9c93-11ea-a27a-000d3a38a36f,373 days,2.0,556.46,5,1,3,51,new_customers
98,20a9824c-ab17-11e9-a2fc-000d3a38a36f,1348 days,4.0,631.68,1,3,3,13,at_risk
99,9c328802-a6ce-11e9-a2fc-000d3a38a36f,2527 days,3.0,845.77,1,2,4,12,hibernating
100,b74c85fa-43a0-11eb-806e-000d3a38a36f,462 days,10.0,899.8399999999999,5,5,4,55,champions
101,72b33428-f9a1-11ea-9564-000d3a38a36f,253 days,3.0,689.62,5,2,4,52,potential_loyalists
102,f9adaeba-bbb5-11ea-a0c9-000d3a38a36f,629 days,5.0,535.3800000000001,3,4,3,34,loyal_customers
103,8b607a4a-abae-11e9-a2fc-000d3a38a36f,1231 days,5.0,629.9300000000001,1,4,3,14,at_risk
104,861090c6-a923-11e9-a2fc-000d3a38a36f,1710 days,2.0,1078.99,1,1,5,11,hibernating
105,41272966-a0cc-11e9-a2fc-000d3a38a36f,844 days,2.0,479.19,2,1,3,21,hibernating
106,bd2305fe-6051-11ea-8dd8-000d3a38a36f,489 days,2.0,387.86,4,1,2,41,promising
107,fdb7846a-319d-11ea-9c9f-000d3a38a36f,659 days,2.0,464.88,3,1,3,31,about_to_sleep
108,5bc87a7c-9de8-11e9-9897-000d3a38a36f,1317 days,7.0,797.3199999999999,1,4,4,14,at_risk
109,804e7e88-18fd-11ea-9213-000d3a38a36f,626 days,10.0,1508.71,3,5,5,35,loyal_customers
110,215ed4a8-a595-11e9-a2fc-000d3a38a36f,828 days,3.0,511.79,2,2,3,22,hibernating
111,36c7a90a-a0f9-11e9-a2fc-000d3a38a36f,834 days,6.0,1517.55,2,4,5,24,at_risk
112,63695372-a1c7-11e9-a2fc-000d3a38a36f,822 days,4.0,484.37,2,3,3,23,at_risk
113,1f65610c-526b-11ea-956d-000d3a38a36f,507 days,4.0,889.37,4,3,4,43,potential_loyalists
114,c9c3e8aa-9aa8-11ea-9fd8-000d3a38a36f,373 days,2.0,232.48,5,1,1,51,new_customers
115,552c4978-ace8-11e9-a2fc-000d3a38a36f,835 days,3.0,565.4399999999999,2,2,3,22,hibernating
116,ef770b48-e155-11e9-957d-000d3a38a36f,631 days,5.0,394.95,3,4,2,34,loyal_customers
117,88667a54-1311-11ea-a001-000d3a38a36f,773 days,5.0,600.7,2,4,3,24,at_risk
118,c51201f2-1155-11ea-8872-000d3a38a36f,626 days,5.0,549.91,3,4,3,34,loyal_customers
119,a7ab666a-ae60-11e9-a2fc-000d3a38a36f,689 days,3.0,1055.89,3,2,5,32,about_to_sleep
120,b050a646-2254-11ea-8523-000d3a38a36f,616 days,5.0,926.85,3,4,4,34,loyal_customers
121,7fcbeba8-a8a0-11e9-a2fc-000d3a38a36f,665 days,4.0,259.96,3,3,1,33,need_attention
122,f318a3de-ad06-11e9-a2fc-000d3a38a36f,1086 days,2.0,120.72999999999999,1,1,1,11,hibernating
123,9b6eb67e-75e6-11ea-b23f-000d3a38a36f,420 days,3.0,408.45000000000005,5,2,2,52,potential_loyalists
124,575164ec-a417-11e9-a2fc-000d3a38a36f,777 days,4.0,657.22,2,3,3,23,at_risk
125,32756a80-b022-11e9-9757-000d3a38a36f,826 days,2.0,154.94,2,1,1,21,hibernating
126,71976318-2aa0-11eb-b280-000d3a38a36f,228 days,3.0,369.94,5,2,2,52,potential_loyalists
127,9c6ce7b0-5bee-11ea-bfa9-000d3a38a36f,502 days,9.0,899.98,4,5,4,45,loyal_customers
128,16aebb98-d63e-11e9-93bc-000d3a38a36f,648 days,3.0,468.96000000000004,3,2,3,32,about_to_sleep
129,1f8c68a2-c565-11ea-9dde-000d3a38a36f,320 days,2.0,339.49,5,1,2,51,new_customers
130,ae557c64-5b29-11ea-b304-000d3a38a36f,492 days,3.0,717.9300000000001,4,2,4,42,potential_loyalists
131,b0708360-9768-11ea-a9c8-000d3a38a36f,386 days,4.0,528.6300000000001,5,3,3,53,potential_loyalists
132,5952b580-5b3b-11ea-8569-000d3a38a36f,512 days,3.0,300.45000000000005,4,2,1,42,potential_loyalists
133,83ae5204-ff19-11e9-a5e8-000d3a38a36f,665 days,3.0,420.44,3,2,2,32,about_to_sleep
134,6817921c-a96a-11e9-a2fc-000d3a38a36f,1982 days,8.0,441.92999999999995,1,5,2,15,cant_loose
135,09893098-221e-11ea-8523-000d3a38a36f,805 days,4.0,480.96,2,3,3,23,at_risk
136,37753730-9b69-11ea-a27a-000d3a38a36f,407 days,8.0,2147.96,5,5,5,55,champions
137,6f11ab30-a932-11e9-a2fc-000d3a38a36f,918 days,4.0,550.71,2,3,3,23,at_risk
138,8d58d24a-a792-11e9-a2fc-000d3a38a36f,2260 days,2.0,618.6700000000001,1,1,3,11,hibernating
139,8c62a1a0-00c4-11ea-a5e8-000d3a38a36f,570 days,3.0,853.8,4,2,4,42,potential_loyalists
140,e3506ca0-a218-11e9-a2fc-000d3a38a36f,815 days,7.0,953.3100000000001,2,4,4,24,at_risk
141,b6305fbe-5b4f-11ea-bb88-000d3a38a36f,517 days,5.0,863.24,4,4,4,44,loyal_customers
142,d3fea560-aced-11ea-b736-000d3a38a36f,351 days,3.0,326.85,5,2,2,52,potential_loyalists
143,b5a2eea6-e74e-11e9-8bb8-000d3a38a36f,590 days,2.0,564.78,4,1,3,41,promising
144,45efeeb0-5b2a-11ea-bae8-000d3a38a36f,498 days,3.0,369.88,4,2,2,42,potential_loyalists
145,5bfa131c-ada5-11e9-a2fc-000d3a38a36f,712 days,3.0,318.46,3,2,2,32,about_to_sleep
146,e637e170-aea0-11e9-a2fc-000d3a38a36f,950 days,4.0,305.75,2,3,2,23,at_risk
147,90e0b158-2b54-11ea-9d27-000d3a38a36f,546 days,8.0,2254.4399999999996,4,5,5,45,loyal_customers
148,ecabc266-a7f6-11e9-a2fc-000d3a38a36f,2149 days,2.0,109.97999999999999,1,1,1,11,hibernating
149,0117c094-63e8-11ea-a6dc-000d3a38a36f,444 days,2.0,339.49,5,1,2,51,new_customers
150,35f216d0-5bef-11ea-a0d1-000d3a38a36f,527 days,3.0,414.31,4,2,2,42,potential_loyalists
151,eb9baf18-a368-11e9-a2fc-000d3a38a36f,792 days,2.0,209.98,2,1,1,21,hibernating
152,0c911658-1ceb-11ea-a490-000d3a38a36f,671 days,4.0,762.58,3,3,4,33,need_attention
153,2b632570-4195-11ea-96d9-000d3a38a36f,595 days,3.0,394.94,4,2,2,42,potential_loyalists
154,46097e88-1cb5-11ea-a490-000d3a38a36f,134 days,2.0,425.98,5,1,2,51,new_customers
155,f4f890ba-8627-11ea-be76-000d3a38a36f,400 days,4.0,834.96,5,3,4,53,potential_loyalists
156,c88819fa-d0fb-11ea-8b59-000d3a38a36f,305 days,2.0,359.97,5,1,2,51,new_customers
157,3d707d74-d667-11e9-93bc-000d3a38a36f,661 days,5.0,684.94,3,4,4,34,loyal_customers
158,b8ddf1a2-5b0b-11ea-bffe-000d3a38a36f,466 days,2.0,259.13,5,1,1,51,new_customers
159,5c116b1a-5341-11ea-acd3-000d3a38a36f,492 days,3.0,245.70999999999998,4,2,1,42,potential_loyalists
160,aa572c64-5efa-11ea-be5b-000d3a38a36f,521 days,5.0,1111.94,4,4,5,44,loyal_customers
161,5307c13a-f4e7-11e9-9346-000d3a38a36f,585 days,2.0,338.99,4,1,2,41,promising
162,a28e246a-5daf-11eb-8dbd-000d3a38a36f,1437 days,8.0,2037.51,1,5,5,15,cant_loose
163,fef57ffa-aae6-11e9-a2fc-000d3a38a36f,1663 days,37.0,12726.1,1,5,5,15,cant_loose
164,de6b47a4-a065-11ea-9d0a-000d3a38a36f,367 days,8.0,1302.9,5,5,5,55,champions
165,97abdc4a-a5d2-11e9-a2fc-000d3a38a36f,1439 days,5.0,449.96000000000004,1,4,2,14,at_risk
166,9613613c-c9d0-11ea-a31e-000d3a38a36f,314 days,2.0,490.97,5,1,3,51,new_customers
167,c6b217b6-dfcf-11e9-957d-000d3a38a36f,612 days,3.0,451.90999999999997,3,2,2,32,about_to_sleep
168,ab52332e-a1af-11e9-a2fc-000d3a38a36f,824 days,3.0,290.95,2,2,1,22,hibernating
169,267f4a64-5b4b-11ea-a909-000d3a38a36f,513 days,2.0,194.98000000000002,4,1,1,41,promising
170,c25f2eea-265d-11ea-b9a0-000d3a38a36f,680 days,2.0,300.88,3,1,1,31,about_to_sleep
171,a076af30-aacd-11e9-a2fc-000d3a38a36f,991 days,2.0,439.87,1,1,2,11,hibernating
172,da229068-653b-11ea-bac7-000d3a38a36f,442 days,4.0,531.84,5,3,3,53,potential_loyalists
173,a9f02aa8-5be6-11ea-8bd2-000d3a38a36f,605 days,5.0,590.94,3,4,3,34,loyal_customers
174,75aea3d4-a8fb-11ea-8479-000d3a38a36f,456 days,3.0,224.95,5,2,1,52,potential_loyalists
175,737ef46a-18eb-11ea-9213-000d3a38a36f,678 days,3.0,402.85,3,2,2,32,about_to_sleep
176,54df998e-5274-11ea-956d-000d3a38a36f,526 days,6.0,647.67,4,4,3,44,loyal_customers
177,06ea4252-5b56-11ea-b15d-000d3a38a36f,524 days,2.0,273.46999999999997,4,1,1,41,promising
178,23c40308-9ea1-11e9-9897-000d3a38a36f,1822 days,7.0,827.36,1,4,4,14,at_risk
179,6e928d60-a3c3-11e9-a2fc-000d3a38a36f,785 days,5.0,378.40999999999997,2,4,2,24,at_risk
180,9108204a-1c62-11ea-a490-000d3a38a36f,640 days,6.0,1711.8600000000001,3,4,5,34,loyal_customers
181,a0f994ea-9d15-11eb-9c47-000d3a38a36f,45 days,3.0,602.47,5,2,3,52,potential_loyalists
182,19286990-2054-11ea-87bf-000d3a38a36f,785 days,5.0,628.81,2,4,3,24,at_risk
183,d285739a-a3b5-11e9-a2fc-000d3a38a36f,786 days,5.0,1016.83,2,4,4,24,at_risk
184,4bb06236-9eea-11ea-80cd-000d3a38a36f,369 days,9.0,1081.4,5,5,5,55,champions
185,8221ba3c-7eeb-11ea-80af-000d3a38a36f,409 days,4.0,830.94,5,3,4,53,potential_loyalists
186,e6494e3a-5baf-11ea-9f92-000d3a38a36f,500 days,5.0,808.9200000000001,4,4,4,44,loyal_customers
187,fac3db2c-9d1f-11e9-9897-000d3a38a36f,1648 days,13.0,1322.01,1,5,5,15,cant_loose
188,7c088fe8-f29d-11e9-9346-000d3a38a36f,686 days,6.0,949.9200000000001,3,4,4,34,loyal_customers
189,6561d954-1a69-11ea-941b-000d3a38a36f,548 days,3.0,820.8800000000001,4,2,4,42,potential_loyalists
190,ce4dc94e-af68-11e9-a2fc-000d3a38a36f,891 days,4.0,317.15999999999997,2,3,2,23,at_risk
191,aa396692-9ddb-11e9-9897-000d3a38a36f,825 days,4.0,617.9200000000001,2,3,3,23,at_risk
192,ec3a1cd4-a511-11e9-a2fc-000d3a38a36f,1046 days,5.0,753.95,1,4,4,14,at_risk
193,9f434f28-744a-11ea-92d0-000d3a38a36f,432 days,2.0,162.97,5,1,1,51,new_customers
194,04ad6d4e-2819-11eb-8a9b-000d3a38a36f,194 days,7.0,1531.68,5,4,5,54,champions
195,254ff53e-1335-11ea-a001-000d3a38a36f,795 days,4.0,1329.79,2,3,5,23,at_risk
196,047f33ca-4ddb-11ea-9655-000d3a38a36f,685 days,5.0,680.69,3,4,4,34,loyal_customers
197,04f12e56-b206-11e9-89fa-000d3a38a36f,675 days,21.0,3364.53,3,5,5,35,loyal_customers
198,409e63de-5bc9-11ea-82af-000d3a38a36f,486 days,13.0,1549.9,4,5,5,45,loyal_customers
199,643d4ac2-fd63-11e9-a5e8-000d3a38a36f,574 days,3.0,317.87,4,2,2,42,potential_loyalists
200,efa4b4f6-879c-11ea-ace9-000d3a38a36f,398 days,2.0,441.97,5,1,2,51,new_customers
201,abb2fb2e-6d2c-11eb-99c4-000d3a38a36f,106 days,2.0,217.85000000000002,5,1,1,51,new_customers
202,3571aafe-6cf2-11ea-b576-000d3a38a36f,478 days,4.0,612.65,4,3,3,43,potential_loyalists
203,648eeb1a-983c-11ea-9d91-000d3a38a36f,379 days,3.0,498.89,5,2,3,52,potential_loyalists
204,4a2035fc-edf3-11e9-9346-000d3a38a36f,596 days,2.0,273.98,4,1,1,41,promising
205,23151ace-1dfc-11eb-8d74-000d3a38a36f,207 days,2.0,582.9000000000001,5,1,3,51,new_customers
206,33be441a-b11d-11e9-9757-000d3a38a36f,796 days,8.0,1252.8899999999999,2,5,5,25,cant_loose
207,78cb634e-74b2-11eb-92cb-000d3a38a36f,322 days,3.0,326.47,5,2,2,52,potential_loyalists
208,26fef404-aae2-11e9-a2fc-000d3a38a36f,688 days,3.0,439.46000000000004,3,2,2,32,about_to_sleep
209,1539af04-a324-11e9-a2fc-000d3a38a36f,797 days,3.0,424.95,2,2,2,22,hibernating
210,6558393e-cf4b-11ea-a8f0-000d3a38a36f,307 days,3.0,857.39,5,2,4,52,potential_loyalists
211,332aca5c-ab94-11e9-a2fc-000d3a38a36f,647 days,3.0,315.93,3,2,2,32,about_to_sleep
212,27c7b92c-5bed-11ea-90c0-000d3a38a36f,534 days,3.0,600.8499999999999,4,2,3,42,potential_loyalists
213,a3627b1e-1383-11eb-8ffc-000d3a38a36f,223 days,3.0,403.4,5,2,2,52,potential_loyalists
214,f068ab7c-3990-11ea-85d6-000d3a38a36f,553 days,2.0,284.96999999999997,4,1,1,41,promising
215,d6c5f112-9f07-11e9-9897-000d3a38a36f,1623 days,6.0,790.4,1,4,4,14,at_risk
216,0ec13106-5bb1-11ea-a359-000d3a38a36f,488 days,6.0,1010.51,4,4,4,44,loyal_customers
217,e0e663f6-a160-11e9-a2fc-000d3a38a36f,828 days,5.0,1469.34,2,4,5,24,at_risk
218,14953d3e-2d80-11ea-9ae7-000d3a38a36f,565 days,2.0,143.98,4,1,1,41,promising
219,d8985be0-ad8c-11e9-a2fc-000d3a38a36f,687 days,3.0,247.45999999999998,3,2,1,32,about_to_sleep
220,7c6ee6da-e531-11ea-b769-000d3a38a36f,279 days,2.0,300.48,5,1,1,51,new_customers
221,ce31bff6-a0ea-11e9-a2fc-000d3a38a36f,835 days,6.0,613.93,2,4,3,24,at_risk
222,44cb68d2-5eec-11ea-be5b-000d3a38a36f,327 days,2.0,155.97,5,1,1,51,new_customers
223,0f63f6c0-a1bc-11e9-a2fc-000d3a38a36f,823 days,3.0,302.96,2,2,2,22,hibernating
224,211a6fc8-bd60-11ea-aa61-000d3a38a36f,330 days,2.0,455.98,5,1,3,51,new_customers
225,9273e2c2-1f6c-11ea-87bf-000d3a38a36f,791 days,2.0,184.57999999999998,2,1,1,21,hibernating
226,38cfebd8-3ebd-11ea-b794-000d3a38a36f,672 days,7.0,1469.09,3,4,5,34,loyal_customers
227,0f890e44-7f31-11ea-80af-000d3a38a36f,379 days,3.0,321.94,5,2,2,52,potential_loyalists
228,5622c098-a179-11e9-a2fc-000d3a38a36f,827 days,11.0,1131.24,2,5,5,25,cant_loose
229,ae2db226-137e-11ea-a001-000d3a38a36f,835 days,6.0,690.89,2,4,4,24,at_risk
230,2749330a-ff21-11e9-a5e8-000d3a38a36f,821 days,8.0,849.3199999999999,2,5,4,25,cant_loose
231,399d42c2-1a37-11ea-941b-000d3a38a36f,561 days,3.0,617.3900000000001,4,2,3,42,potential_loyalists
232,2d01412c-d6e8-11e9-93bc-000d3a38a36f,497 days,3.0,430.37,4,2,2,42,potential_loyalists
233,df00405e-5270-11ea-956d-000d3a38a36f,520 days,3.0,478.45,4,2,3,42,potential_loyalists
234,5183aa32-4f4f-11ea-99ba-000d3a38a36f,542 days,4.0,506.44,4,3,3,43,potential_loyalists
235,175699e0-2ac0-11ea-b3a7-000d3a38a36f,573 days,7.0,1413.39,4,4,5,44,loyal_customers
236,6b2d1e68-2d95-11ea-8e71-000d3a38a36f,826 days,2.0,185.98,2,1,1,21,hibernating
237,ce48d558-22d4-11ea-8523-000d3a38a36f,600 days,2.0,234.97000000000003,3,1,1,31,about_to_sleep
238,e6828b04-1fc4-11ea-87bf-000d3a38a36f,826 days,4.0,569.96,2,3,3,23,at_risk
239,07c2e300-a841-11e9-a2fc-000d3a38a36f,2016 days,3.0,385.47,1,2,2,12,hibernating
240,d1f20680-a574-11e9-a2fc-000d3a38a36f,832 days,4.0,301.77,2,3,1,23,at_risk
241,9856d854-b592-11ea-a78c-000d3a38a36f,338 days,2.0,310.93,5,1,2,51,new_customers
242,5f0fa9f8-532d-11ea-acd3-000d3a38a36f,501 days,2.0,239.97000000000003,4,1,1,41,promising
243,eb1b30a8-a530-11e9-a2fc-000d3a38a36f,1152 days,7.0,398.68,1,4,2,14,at_risk
244,a30b93f8-a4fd-11e9-a2fc-000d3a38a36f,705 days,6.0,716.9300000000001,3,4,4,34,loyal_customers
